Sample_ID,Accession,Continent,Country,Region,Strain,Latitude,Longitude,year_of_collection,Pot.Field,Host,avg_gw_coverage,num_het_pos,var_het_ratio,mating_type,Status_world,Status_ext_eur,Status_recent_ext_eur,excluded_reason,avrpm17_covg_ratio,AvrPm17_variant,avrpm17_cluster,pheno_amigo,pheno_pm3e2,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9,wind_coord1,wind_coord2,wind_coord3,bio2,bio3,bio4,bio7,bio8,bio16,bio19,hurs_range,rsds_range,vpd_range,clt_mean,clt_range
NCSU_EG_07_18,SRR19456529,Africa,Egypt,Dakahlia Governorate Dakahlia,tritici,31.16,31.49,2015/2016,NA,NA,19.54,99798,2.497,1_2_1,Included,Included,Included,NA,1.645,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2216.57315994774,-66.6863182771264,-140.805668085039,1.35748048381007,2.34545417189034,-1.48134457521067,-0.382673762373027,0.235015766831392,-1.97337308534358,-1.49335306613606,-1.72866933314686,-0.165550688984613,-0.298294906719066,-1.72429320003536,-0.486767321279027
NCSU_EG_07_19,SRR19456432,Africa,Egypt,Sohag Governorate Sohag,tritici,26.559547,31.696991,2015/2016,NA,NA,14.64,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_07_20,SRR19456421,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,15.57,86683,2.578,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_EG_05_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_07_21,SRR19456420,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,16.55,90372,2.574,1_1_3,Included,Included,Included,NA,1.546,B,NA,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG1,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2731.66871928122,-768.705491566694,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_07_22,SRR19456518,Africa,Egypt,Dakahlia Governorate Dakahlia,tritici,31.16,31.49,2015/2016,NA,NA,20.25,98304,2.482,1_1_3,Included,Included,Included,NA,1.439,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2216.57315994774,-66.6863182771265,-140.805668085039,1.35748048381007,2.34545417189034,-1.48134457521067,-0.382673762373027,0.235015766831392,-1.97337308534358,-1.49335306613606,-1.72866933314686,-0.165550688984613,-0.298294906719066,-1.72429320003536,-0.486767321279027
NCSU_EG_07_23,SRR19456439,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.2,29.9,2015/2016,NA,NA,18.4,100699,2.433,1_1_3,Included,Included,Included,NA,1.549,C,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG2,EG4,0.330613,1e-05,1e-05,1e-05,0.669317,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425372,-131.951215295437,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
NCSU_EG_07_24,SRR19456431,Africa,Egypt,Sohag Governorate Sohag,tritici,26.559547,31.696991,2015/2016,NA,NA,7.412,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_08_02,SRR19456419,Africa,Egypt,Qena Governorate Qena,tritici,26.15,32.71,2015/2016,NA,NA,24.43,98882,2.587,1_2_1,Included,Included,Included,NA,1.489,A,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG1,1e-05,1e-05,1e-05,1e-05,0.999915,1e-05,1e-05,1.5e-05,1e-05,2731.66871928122,-768.705491566694,114.568318786462,2.71219999036494,2.17210361606085,0.245954327357929,1.40510662825011,1.59384999723546,-2.37070377167418,-1.90891049994307,1.09810225642556,-2.47483605076626,3.76487105269925,-2.34402946891939,-1.53496188371846
NCSU_EG_08_03,SRR19456447,Africa,Egypt,Dakahlia Governorate Dakahlia,tritici,31.16,31.49,2015/2016,NA,NA,26.29,105255,2.49,1_2_1,Included,Included,Included,NA,1.369,C,3,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2216.57315994774,-66.6863182771263,-140.80566808504,1.35748048381007,2.34545417189034,-1.48134457521067,-0.382673762373027,0.235015766831392,-1.97337308534358,-1.49335306613606,-1.72866933314686,-0.165550688984613,-0.298294906719066,-1.72429320003536,-0.486767321279027
NCSU_EG_08_04,SRR19456430,Africa,Egypt,Sohag Governorate Sohag,tritici,26.55,31.69,2015/2016,NA,NA,20.23,95299,2.543,1_1_3,Included,Included,Included,NA,1.651,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG1,EG2,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2703.98250210973,-698.072361135869,101.046203084387,2.11951020624718,1.91995789954777,0.0789729754455923,0.970241127828267,0.674638606079763,-2.36962990495437,-1.91237347855812,1.04681611232446,-2.25275213562707,3.30694263510603,-2.31211172116571,-1.30861262313371
NCSU_EG_08_05,SRR19456428,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.2,29.9,2015/2016,NA,NA,28.92,135002,1.901,1_1_3,Included,Included,Included,NA,1.431,B,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG3,EG6,0.818591,0.016633,1e-05,1e-05,0.164713,1.2e-05,1e-05,1.1e-05,1e-05,2173.96881117905,-84.4429956425373,-131.951215295437,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
NCSU_EG_08_06,SRR19456564,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,29.48,167574,1.392,1_1_3,Included,Included,Included,NA,1.876,A/B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425373,-131.951215295437,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
NCSU_EG_08_07,SRR19456444,Africa,Egypt,Ash Sharqia Governorate Sharqia,tritici,30.6,31.57,2015/2016,NA,NA,23.8,105409,2.386,1_2_1,Included,Included,Included,NA,1.575,A/F,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG_ISR,EG_ISR,EG_ISR,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2297.91120574105,-106.684003589259,-137.698045532616,1.90783528334798,2.61335937141225,-1.22585398212076,0.0521917380488174,0.274981479490332,-2.19244189618531,-1.72998993816505,-1.86442677341448,-0.532892978851472,0.179367442682042,-1.79699473658542,-0.666023782681713
NCSU_EG_08_08,SRR19456513,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.2,29.9,2015/2016,NA,NA,18.01,193725,1.047,1_2_1,Included,Included,Included,NA,1.972,B,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG3,EG6,0.814542,1e-05,1e-05,1e-05,0.185387,1e-05,1.1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425375,-131.951215295437,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
NCSU_EG_08_09,SRR19456553,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,19.67,91412,2.586,1_2_1,Included,Included,Included,NA,1.237,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425375,-131.951215295437,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
NCSU_EG_08_16,SRR19456478,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,17.74,97614,2.429,1_1_3,Included,Included,Included,NA,1.738,B,2,NA,NA,S_EUR_ME,ME,ME,ME,EG,EG,EG,EG1,EG1,EG3,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425375,-131.951215295437,1.39981546838991,2.47152703014688,-1.47678224319121,-0.455151345776667,0.15508434151351,-1.8971285482369,-1.39638966491443,-1.62308021293872,-0.106801746316978,-0.382037617339705,-1.7287262205567,-0.410811193566025
NCSU_EG_08_17,SRR19456502,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.20005,29.909967,2015/2016,NA,NA,10.1,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_08_18,SRR19456491,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.20005,29.909967,2015/2016,NA,NA,10.43,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_EG_08_19,SRR19456416,Africa,Egypt,Alexandria Governorate Alexandria,tritici,31.2,29.9,2015/2016,NA,NA,19.35,103318,2.365,1_2_1,Included,Included,Included,NA,1.819,B,3,NA,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EURW_EG,EG2,EG2,EG4,0.365745,1e-05,1e-05,1e-05,0.634185,1e-05,1e-05,1e-05,1e-05,2173.96881117905,-84.4429956425375,-131.951215295437,-1.85997834425773,-0.711815646644784,-2.18485617261183,-2.65363804235377,0.314947192149284,-0.855477830018837,-0.651849262676882,-0.262488978256576,-0.0267482420226188,-1.00896945092866,-1.72340659593109,-0.225478241946299
NCSU_EG_08_20,SRR19456467,Africa,Egypt,Gharbia Governorate Kaf relshiekh,tritici,31.1,30.93,2015/2016,NA,NA,18.46,237664,0.7279,NA,Excluded,Excluded,Excluded,heterozygous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_IL_07_11,SRR19456509,Asia,Israel,Mt Judea Plain Talmei Yaffe,tritici,31.61633,34.614149,1991,NA,NA,11.21,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_IL_07_12,SRR19456511,Asia,Israel,Emek Bet Shean Ein Hanaziv,tritici,32.46,35.5,1990,NA,NA,26.16,106983,2.533,1_2_1,Excluded,Excluded,Excluded,clone_ISR_94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_IL_07_14,SRR19456510,Asia,Israel,Northern Coastal Plain Ein Shemer,tritici,32.46,35,2010,NA,NA,25.09,105299,2.472,1_1_3,Excluded,Excluded,Excluded,clone_ISR_216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_IL_08_21,SRR19456507,Asia,Israel,Eastern Galilee Hula Valley,tritici,33.11,35.6,1990,NA,NA,19.07,99640,2.347,1_2_1,Excluded,Excluded,Excluded,clone_ISR_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_IL_08_22,SRR19456514,Asia,Israel,Mt Judea Plain Bet Dagan,tritici,31.99,34.82,1990,NA,NA,18.31,94844,2.639,1_2_1,Excluded,Excluded,Excluded,clone_ISR_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_IL_08_23,SRR19456508,Asia,Israel,Northern Coastal Plain Tel Fara,tritici,32.28,35.33,2010,NA,NA,24.75,106558,2.508,1_1_3,Excluded,Excluded,Excluded,clone_ISR_218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_IL_08_24,SRR19456512,Asia,Israel,Mt Judea Plain Bizaron,tritici,31.79,34.72,2010,NA,NA,23.02,103926,2.444,1_2_1,Excluded,Excluded,Excluded,clone_ISR_219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_01_06,SRR19456567,Europe,Russia,Rostov Oblast Rostov on Don,tritici,47.292214,39.609107,2017,NA,NA,13.01,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_01_12,SRR19456480,Europe,Russia,Kostanay Oblast Karabalyk,tritici,53.51006,62.078409,2018,NA,NA,8.081,NA,NA,NA,Excluded,Excluded,Excluded,coverage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_01_21,SRR19456470,Europe,Russia,Kurgan Oblast Kurgan,tritici,55.15,65.05,2018,NA,NA,24.99,97799,2.56,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_01_22,SRR19456558,Europe,Russia,Chelyabinsk Oblast Timiryazevskoe,tritici,54.56,60.44,2018,NA,NA,29.18,100306,2.498,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_01_23,SRR19456479,Europe,Russia,Kostanay Oblast Karabalyk,tritici,53.51,62.07,2018,NA,NA,24.21,101965,2.454,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_01_24,SRR19456469,Europe,Russia,Kurgan Oblast Kurgan,tritici,55.15,65.05,2018,NA,NA,28.24,104553,2.454,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_02_06,SRR19456477,Europe,Russia,Kostanay Oblast Karabalyk,tritici,53.51,62.07,2018,NA,NA,31.31,104192,2.434,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,0.008986,1e-05,1e-05,0.990944,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_02_07,SRR19456468,Europe,Russia,Kurgan Oblast Kurgan,tritici,55.15,65.05,2018,NA,NA,20.58,95100,2.583,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_02_08,SRR19456557,Europe,Russia,Chelyabinsk Oblast Timiryazevskoe,tritici,54.56,60.44,2018,NA,NA,28.67,105710,2.481,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_02_11,SRR19456566,Europe,Russia,Rostov Oblast Rostov on Don,tritici,47.29,39.6,2017,NA,NA,39.14,110047,2.387,1_1_3,Included,Included,Included,NA,1.718,C/L,NA,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,1e-05,1e-05,1e-05,1e-05,0.016553,0.059472,0.727958,0.195967,1e-05,-790.877721729351,379.756305732203,276.369947787903,-0.33591889938351,-1.40521711850926,2.76253666929359,1.71917615633255,1.29410715229338,-0.407675407857054,0.10423440161086,2.37723902694713,0.915171618989243,0.576070071845673,0.642939758362877,3.01329104373612
NCSU_RU_02_15,SRR19456565,Europe,Russia,Rostov Oblast Rostov on Don,tritici,47.29,39.6,2017,NA,NA,28.54,105789,2.398,1_1_3,Included,Included,Included,NA,2.051,C,1,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,1e-05,1e-05,1e-05,1e-05,1e-05,0.070594,0.929336,1e-05,1e-05,-790.877721729351,379.756305732202,276.369947787903,-0.33591889938351,-1.40521711850926,2.76253666929359,1.71917615633255,1.29410715229338,-0.407675407857054,0.10423440161086,2.37723902694713,0.915171618989243,0.576070071845673,0.642939758362877,3.01329104373612
NCSU_RU_02_22,SRR19456563,Europe,Russia,Rostov Oblast Rostov on Don,tritici,47.29,39.6,2017,NA,NA,35.83,109812,2.391,1_1_3,Included,Included,Included,NA,1.641,B,NA,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,1e-05,1e-05,1e-05,1e-05,1e-05,0.017693,0.784358,0.195393,0.002506,-790.877721729351,379.756305732202,276.369947787903,-0.33591889938351,-1.40521711850926,2.76253666929359,1.71917615633255,1.29410715229338,-0.407675407857054,0.10423440161086,2.37723902694713,0.915171618989243,0.576070071845673,0.642939758362877,3.01329104373612
NCSU_RU_02_24,SRR19456476,Europe,Russia,Kostanay Oblast Karabalyk,tritici,53.51,62.07,2018,NA,NA,33.52,105207,2.466,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999919,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_03_04,SRR19456556,Europe,Russia,Chelyabinsk Oblast Timiryazevskoe,tritici,54.56,60.44,2018,NA,NA,23.86,101682,2.495,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.980124,1e-05,0.019806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_03_15,SRR19456555,Europe,Russia,Chelyabinsk Oblast Timiryazevskoe,tritici,54.56,60.44,2018,NA,NA,21.48,95247,2.568,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_03_21,SRR19456475,Europe,Russia,Kostanay Oblast Karabalyk,tritici,53.51,62.07,2018,NA,NA,24.81,98512,2.53,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.992651,1e-05,0.007279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_03_22,SRR19456562,Europe,Russia,Rostov Oblast Rostov on Don,tritici,47.29,39.6,2017,NA,NA,26.52,97133,2.533,1_2_1,Included,Included,Included,NA,1.969,A,5,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,0.011017,0.014055,1e-05,1e-05,0.036127,0.16891,0.60538,0.164481,1e-05,-790.877721729351,379.756305732202,276.369947787903,-0.33591889938351,-1.40521711850926,2.76253666929359,1.71917615633255,1.29410715229338,-0.407675407857054,0.10423440161086,2.37723902694713,0.915171618989243,0.576070071845673,0.642939758362877,3.01329104373612
NCSU_RU_04_11,SRR19456474,Europe,Russia,Kostanay Oblast Karabalyk,tritici,53.51,62.07,2018,NA,NA,29.37,103974,2.474,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_04_12,SRR19456561,Europe,Russia,Rostov Oblast Rostov on Don,tritici,47.29,39.6,2017,NA,NA,28.73,103618,2.401,1_2_1,Included,Included,Included,NA,1.868,A,5,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,1e-05,1e-05,1e-05,1e-05,0.022346,0.134173,0.843421,1e-05,1e-05,-790.877721729351,379.756305732202,276.369947787903,-0.33591889938351,-1.40521711850926,2.76253666929359,1.71917615633255,1.29410715229338,-0.407675407857054,0.10423440161086,2.37723902694713,0.915171618989243,0.576070071845673,0.642939758362877,3.01329104373612
NCSU_RU_04_13,SRR19456554,Europe,Russia,Chelyabinsk Oblast Timiryazevskoe,tritici,54.56,60.44,2018,NA,NA,27.93,103652,2.49,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_04_20,SRR19456552,Europe,Russia,Chelyabinsk Oblast Timiryazevskoe,tritici,54.56,60.44,2018,NA,NA,24.15,200093,0.9978,NA,Excluded,Excluded,Excluded,heterozygous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_04_21,SRR19456551,Europe,Russia,Chelyabinsk Oblast Timiryazevskoe,tritici,54.56,60.44,2018,NA,NA,21.56,225486,0.7957,NA,Excluded,Excluded,Excluded,heterozygous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NCSU_RU_05_08,SRR19456568,Europe,Russia,Krasnodar Krai Krasnodar,tritici,45.1,39.03,2017,NA,NA,24.7,100846,2.41,1_2_1,Included,Included,Included,NA,2.019,A/C,2,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,1e-05,1e-05,1e-05,0.005856,0.003942,0.210184,0.772311,1e-05,0.007666,-543.249260048669,477.91889226897,160.417106871083,-0.081908991904472,-0.869406719465459,1.79897214678305,1.23599226697495,-2.14294413637571,0.0207974133481065,0.402050562505879,0.413281391075573,0.554930849664625,0.505989314015108,0.21382337189668,2.55147778724107
